timestamp,fz,ty,pos1_x,pos1_y,pos2_x,pos2_y,mag0_x,mag0_y,mag0_z,mag1_x,mag1_y,mag1_z,mag2_x,mag2_y,mag2_z,mag3_x,mag3_y,mag3_z,mag4_x,mag4_y,mag4_z
1762752265.055538,0.39626107301919145,-0.0007691908873797991,1,2,2,3,26.88002929687491,-20.160009765624977,23.23193359375,16.799993896484352,7.67999267578125,35.622314453125,13.43994140625,43.199951171875,78.98881835937482,-38.39995117187482,-19.199951171875,-14.713574218749955,-17.280004882812477,34.07998046874991,6.9697265625
1762752265.1736135,0.27961949230002,-0.0004052579037640007,1,2,2,3,26.88002929687491,-20.160009765624977,23.23193359375,16.799993896484352,7.67999267578125,35.622314453125,13.43994140625,43.199951171875,78.98881835937482,-38.39995117187482,-19.199951171875,-14.713574218749955,-17.280004882812477,34.07998046874991,6.9697265625
1762752265.285239,0.21232995984464678,-0.000765460137374066,1,2,2,3,22.07998046874991,-20.160009765624977,23.23193359375,14.399999999999977,10.079986572265625,35.622314453125,8.6400146484375,38.39990234375,75.11674804687482,-36.00004882812482,-26.400146484375,-18.585583496093705,-19.679998779296852,31.67995605468741,10.841796875
1762752265.3919363,0.2751994462489918,-0.0010712072536360226,1,2,2,3,26.88002929687491,-20.160009765624977,23.23193359375,16.799993896484352,12.480010986328125,35.622314453125,11.0400390625,40.800048828125,78.98881835937482,-38.39995117187482,-21.60009765625,-18.585583496093705,-17.280004882812477,34.07998046874991,10.841796875
1762752265.5527158,0.33530885381285175,-0.0010476765508585547,1,2,2,3,24.48000488281241,-22.559973144531227,27.10400390625,16.799993896484352,7.67999267578125,47.23828125,11.0400390625,43.199951171875,82.86088867187482,-38.39995117187482,-24.0,-14.713574218749955,-22.079992675781227,31.67995605468741,14.713623046875
1762752265.5942347,0.22987475220160122,-0.0007581165372757053,1,2,2,3,24.48000488281241,-22.559973144531227,19.360107421875,16.799993896484352,12.480010986328125,35.622314453125,11.0400390625,40.800048828125,75.11674804687482,-38.39995117187482,-24.0,-14.713574218749955,-19.679998779296852,31.67995605468741,10.841796875
1762752265.6912885,0.3695746452359106,-0.0005736550557004754,1,2,2,3,22.07998046874991,-20.160009765624977,23.23193359375,21.599981689453102,10.079986572265625,35.622314453125,8.6400146484375,40.800048828125,78.98881835937482,-31.199999999999818,-19.199951171875,-18.585583496093705,-17.280004882812477,31.67995605468741,14.713623046875
1762752265.799734,0.36971226792537437,9.962403227157336e-05,1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762752265.8933032,0.38578639320530644,-0.000718452487082694,1,2,2,3,24.48000488281241,-22.559973144531227,19.360107421875,19.200018310546852,10.079986572265625,35.622314453125,11.0400390625,40.800048828125,78.98881835937482,-38.39995117187482,-21.60009765625,-18.585583496093705,-17.280004882812477,34.07998046874991,18.585693359375
1762752265.9886117,0.3521503966449626,-0.0010466095285206242,1,2,2,3,26.88002929687491,-24.959997558593727,27.10400390625,14.399999999999977,2.8800048828125,35.622314453125,11.0400390625,40.800048828125,71.24467773437482,-40.80009765624982,-24.0,-6.9696166992187045,-14.880010986328102,36.48000488281241,14.713623046875
1762752266.0976667,0.3509849397350507,-0.0005930096819415085,1,2,2,3,22.07998046874991,-20.160009765624977,19.360107421875,12.000006103515602,12.480010986328125,31.75048828125,11.0400390625,40.800048828125,71.24467773437482,-38.39995117187482,-26.400146484375,-10.841564941406205,-14.880010986328102,34.07998046874991,18.585693359375
1762752266.1913416,0.35322691977556714,-0.000327619386447407,1,2,2,3,22.07998046874991,-17.759985351562477,23.23193359375,16.799993896484352,12.480010986328125,27.87841796875,13.43994140625,40.800048828125,71.24467773437482,-38.39995117187482,-19.199951171875,-14.713574218749955,-14.880010986328102,34.07998046874991,10.841796875
1762752266.2994885,0.5556466629916702,-0.00041764746168891035,1,2,2,3,24.48000488281241,-22.559973144531227,30.97607421875,16.799993896484352,2.8800048828125,35.622314453125,13.43994140625,40.800048828125,78.98881835937482,-38.39995117187482,-19.199951171875,-18.585583496093705,-17.280004882812477,36.48000488281241,6.9697265625
1762752266.3951962,0.4408639954632568,4.751224035262267e-05,1,2,2,3,24.48000488281241,-17.759985351562477,30.97607421875,14.399999999999977,10.079986572265625,39.494384765625,6.239990234375,40.800048828125,78.98881835937482,-38.39995117187482,-24.0,-18.585583496093705,-19.679998779296852,36.48000488281241,14.713623046875
1762752266.55583,0.35413211701498043,-0.0003754770421076209,1,2,2,3,24.48000488281241,-17.759985351562477,27.10400390625,14.399999999999977,2.8800048828125,35.622314453125,8.6400146484375,36.0,75.11674804687482,-40.80009765624982,-21.60009765625,-14.713574218749955,-17.280004882812477,29.28005371093741,10.841796875
