timestamp,position,x_pos,y_pos,fx,fy,fz,tx,ty,tz,mag0_x,mag0_y,mag0_z,mag1_x,mag1_y,mag1_z,mag2_x,mag2_y,mag2_z,mag3_x,mag3_y,mag3_z,mag4_x,mag4_y,mag4_z
1761630318.7580068,8,2,3,-0.007059618742328515,0.006679137600035578,0.2773526642448806,-0.00010678524913547297,0.0016216575181903692,-0.0005180494100701645,60.960034179687455,25.440014648437455,52.6591796875,64.31997070312502,12.479992675781261,121.580810546875,-7.199951171875,91.199951171875,85.18408203125,-41.280029296875,-51.83999023437491,-7.7440185546875,5.280010986328136,44.639965820312455,68.921630859375
1761630319.7551982,8,2,3,0.1477901140869674,-0.1057124886567524,0.3327406514198149,-0.0012933204132446422,0.0012189284804559617,0.000521869870811029,58.560009765624955,25.440014648437455,44.915283203125,57.12001953125002,12.479992675781261,117.708740234375,-4.7999267578125,88.800048828125,85.18408203125,-38.880126953125,-51.83999023437491,-3.87200927734375,5.280010986328136,47.039990234374955,65.049560546875
1761630319.875364,8,2,3,0.16790860239047456,0.09321741649551471,0.3699603478324084,1.4471884897269884e-05,0.0006530009376681806,0.0006795236271614559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761630320.0486214,8,2,3,0.18763701902535468,0.12268464948561036,0.401894113603421,-0.00023427678779264606,0.00038268756358327016,0.0006870856920520073,58.560009765624955,20.639965820312455,44.915283203125,59.51998291015627,19.68000488281251,113.8369140625,-9.5999755859375,88.800048828125,85.18408203125,-41.280029296875,-47.03994140624991,-3.87200927734375,7.680004882812511,44.639965820312455,76.66552734375
1761630320.160294,8,2,3,0.15433827627390645,0.15267553884657478,0.38626425449367996,-0.00016291487197602752,0.0005657229276349935,0.0009139475997357995,53.759960937499955,23.039990234374955,52.6591796875,61.92000732421877,17.280010986328136,113.8369140625,-4.7999267578125,88.800048828125,85.18408203125,-36.47998046875,-47.03994140624991,-11.61602783203125,10.079998779296886,42.240002441406205,68.921630859375
1761630320.2517889,8,2,3,0.22737678629280828,0.12863433757864665,0.3522865917454,0.00048802379180921344,3.9841149031314863e-05,0.001062619075283674,58.560009765624955,23.039990234374955,52.6591796875,59.51998291015627,17.280010986328136,117.708740234375,-4.7999267578125,86.39990234375,81.31201171875,-36.47998046875,-47.03994140624991,-3.87200927734375,5.280010986328136,47.039990234374955,68.921630859375
1761630320.34472,8,2,3,0.20638350500202168,0.1512789159306711,0.3837017794693924,-0.0003403743372771568,0.00039865009317436304,0.0006775110503882434,60.960034179687455,25.440014648437455,56.53125,59.51998291015627,17.280010986328136,113.8369140625,-9.5999755859375,84.0,89.05615234375,-36.47998046875,-47.03994140624991,-7.7440185546875,5.280010986328136,49.440014648437455,68.921630859375
1761630320.6554573,8,2,3,0.1464942583863112,0.11804835559149346,0.46936333119738793,-0.000592029832048058,0.0005513104539191324,0.0007884749025727232,58.560009765624955,20.639965820312455,48.787109375,54.71999511718752,14.880017089843761,117.708740234375,-7.199951171875,88.800048828125,81.31201171875,-43.679931640625,-42.24013671874991,-3.87200927734375,10.079998779296886,42.240002441406205,68.921630859375
1761630320.7489035,8,2,3,0.16091965524178029,0.13590026559038357,0.3360296088695183,1.132726156806603e-05,0.0010749044615111238,0.0006637688444395036,53.759960937499955,23.039990234374955,52.6591796875,59.51998291015627,14.880017089843761,117.708740234375,-4.7999267578125,86.39990234375,77.440185546875,-36.47998046875,-51.83999023437491,-7.7440185546875,5.280010986328136,44.639965820312455,68.921630859375
1761630320.8578405,8,2,3,0.1910172883938328,0.16125034121958476,0.4511653957181347,-0.0005850872968826441,0.0003508322153654205,0.0003088244518996807,56.159985351562455,23.039990234374955,48.787109375,64.31997070312502,14.880017089843761,109.96484375,-4.7999267578125,84.0,81.31201171875,-41.280029296875,-44.64003906249991,0.0,2.8799865722656364,42.240002441406205,68.921630859375
1761630320.9513865,8,2,3,0.14483798441120446,0.13838781529727948,0.3199277243682046,-0.00013849932800161094,0.00055343201926337,0.0006571152218217853,60.960034179687455,20.639965820312455,56.53125,57.12001953125002,14.880017089843761,117.708740234375,-4.7999267578125,88.800048828125,81.31201171875,-38.880126953125,-47.03994140624991,-3.87200927734375,12.479992675781261,42.240002441406205,68.921630859375
1761630321.1512682,8,2,3,0.19507791261113672,0.15881951090574536,0.4385185990981215,0.0003987610525635378,-4.0943275968147196e-05,0.00015234655211081045,53.759960937499955,25.440014648437455,52.6591796875,61.92000732421877,12.479992675781261,117.708740234375,-7.199951171875,88.800048828125,85.18408203125,-36.47998046875,-49.44008789062491,0.0,2.8799865722656364,47.039990234374955,68.921630859375
1761630321.2412193,8,2,3,0.17025365887742427,0.1312328427107513,0.3181359819925581,-0.00019533521424651206,0.0008953328567437658,0.0007349757335342353,56.159985351562455,25.440014648437455,52.6591796875,59.51998291015627,12.479992675781261,109.96484375,-7.199951171875,86.39990234375,89.05615234375,-36.47998046875,-44.64003906249991,-3.87200927734375,2.8799865722656364,42.240002441406205,68.921630859375
1761630321.3531554,8,2,3,0.18212347203198753,0.17535272991413875,0.2653811656537787,-0.000509580982095025,0.0007660013736368341,0.001179880565378416,58.560009765624955,25.440014648437455,52.6591796875,59.51998291015627,12.479992675781261,106.0927734375,-2.4000244140625,88.800048828125,85.18408203125,-38.880126953125,-49.44008789062491,-3.87200927734375,0.47999267578126137,42.240002441406205,68.921630859375
1761630321.4460826,8,2,3,0.16982253407372103,0.14388720544356562,0.30319110742959215,7.316625583139594e-05,0.0002462109766184124,0.0005731914187151382,56.159985351562455,20.639965820312455,48.787109375,57.12001953125002,12.479992675781261,109.96484375,-4.7999267578125,86.39990234375,85.18408203125,-38.880126953125,-44.64003906249991,-3.87200927734375,0.47999267578126137,42.240002441406205,76.66552734375
1761630321.554007,8,2,3,0.14416273883436703,0.1680208252463722,0.28737438586239505,0.0002654840089036628,0.0006463203387087259,0.000879219292965422,56.159985351562455,25.440014648437455,52.6591796875,59.51998291015627,14.880017089843761,109.96484375,-4.7999267578125,84.0,85.18408203125,-38.880126953125,-51.83999023437491,0.0,2.8799865722656364,47.039990234374955,65.049560546875
1761630321.8483474,8,2,3,0.1604257954430709,0.15592566435212846,0.42176895752218074,0.00036172142341444734,0.001001174038444524,0.0003814236975533113,53.759960937499955,27.840039062499955,44.915283203125,59.51998291015627,12.479992675781261,109.96484375,-9.5999755859375,84.0,85.18408203125,-36.47998046875,-42.24013671874991,0.0,0.47999267578126137,42.240002441406205,65.049560546875
1761630322.1511319,8,2,3,0.16767098608314046,0.1719555678581033,0.43997614629273896,0.0008424131222053086,0.0007547316677359607,0.0006230728787559015,56.159985351562455,18.239941406249955,56.53125,57.12001953125002,12.479992675781261,106.0927734375,-7.199951171875,86.39990234375,92.92822265625,-36.47998046875,-44.64003906249991,-3.87200927734375,7.680004882812511,42.240002441406205,65.049560546875
1761630322.4553916,8,2,3,0.1563782449008688,0.12091690814993247,0.4343731399840886,-0.0009295761792774762,0.000838495280076772,0.0002269804486691172,58.560009765624955,23.039990234374955,52.6591796875,57.12001953125002,14.880017089843761,109.96484375,-2.4000244140625,81.60009765625,81.31201171875,-36.47998046875,-44.64003906249991,0.0,2.8799865722656364,44.639965820312455,61.177490234375
1761630322.548828,8,2,3,0.15357277060687854,0.14426077604726403,0.33637140255051756,-7.269935273600042e-05,0.0002869613355502554,0.0010535663957039094,58.560009765624955,18.239941406249955,52.6591796875,57.12001953125002,12.479992675781261,109.96484375,-9.5999755859375,79.199951171875,81.31201171875,-34.080078125,-44.64003906249991,-7.7440185546875,2.8799865722656364,42.240002441406205,65.049560546875
